,entryOwnerText_l
410,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
411,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
412,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
413,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
414,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
415,"[('fratello', 100), ('tron', 100), ('satellico', 53)]"
416,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
417,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
418,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
419,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
420,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
421,"[('tron', 100), ('donzuane', 78), ('truzane', 71)]"
422,"[('tron', 100), ('niccolo', 71), ('bonincontro', 67)]"
423,"[('tron', 100), ('niccolo', 71), ('bonincontro', 67)]"
424,"[('molin', 100), ('bastian', 100), ('basinello', 55)]"
425,"[('molin', 100), ('bastian', 100), ('basinello', 55)]"
426,"[('molin', 100), ('bastian', 100), ('basinello', 55)]"
427,"[('molin', 100), ('bastian', 100), ('basinello', 55)]"
428,"[('contarini', 100), ('contarin', 53), ('montanari', 52)]"
429,"[('maffetti', 100), ('ginatoffetti', 71), ('agostini', 67)]"
430,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
431,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
432,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
433,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
434,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
435,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
436,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
437,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
438,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
439,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
440,"[('grimani', 100), ('carosi-cattarini', 58), ('ciciliani', 58)]"
441,"[('grimani', 100), ('ciciliani', 67), ('cegrini', 64)]"
442,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
443,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
444,"[('venier', 100), ('de', 100), ('antonini', 47)]"
445,"[('venier', 100), ('antonini', 73), ('santonini', 70)]"
446,"[('venier', 100), ('nicolini', 70), ('nicoli', 67)]"
447,"[('morosini', 100), ('di', 100), ('eredi', 100)]"
448,"[('basadonna', 100), ('de', 100), ('alessandrini', 48)]"
449,"[('basadonna', 100), ('dalla frascada', 53), ('barbaran', 50)]"
450,"[('labia', 100), ('francesconi', 77), ('franceschi', 72)]"
451,"[('molin', 100), ('molino', 60), ('molini', 60)]"
452,"[('di', 100), ('monastero', 100), ('donÃ\xa0 dalle rose', 57)]"
453,"[('di', 100), ('monastero', 100), ('donÃ\xa0 dalle rose', 57)]"
454,"[('di', 100), ('monastero', 100), ('donÃ\xa0 dalle rose', 57)]"
455,"[('barbarigo', 100), ('agostini', 62), ('agostinazzi', 62)]"
456,"[('barbarigo', 100), ('agostini', 62), ('agostinazzi', 62)]"
457,"[('francesconi', 73), ('franceschini', 65), ('franceschi', 62)]"
458,"[('francesconi', 73), ('franceschini', 65), ('franceschi', 62)]"
459,"[('francesconi', 73), ('franceschini', 65), ('franceschi', 62)]"
460,"[('francesconi', 73), ('franceschini', 65), ('franceschi', 62)]"
461,"[('eugenio', 100), ('lorenzi', 100), ('de lorenzo', 82)]"
462,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
463,"[('gradenigo', 100), ('capello', 100), ('cancanigo', 41)]"
464,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
465,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
466,"[('gradenigo', 100), ('francesconi', 47), ('franceschini', 46)]"
467,"[('sagredo', 100), ('dondirologio', 47), ('dondiorologio', 46)]"
468,"[('piero', 100), ('capello', 100), ('caliari fantinelli', 47)]"
469,"[('lippomano', 58), ('artengo', 55), ('berengo', 55)]"
470,"[('molin', 100), ('molino', 60), ('molini', 60)]"
471,"[('venier', 100), ('de', 100), ('bastian', 100)]"
472,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
473,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
474,"[('boldÃ¹', 100), ('bold', 100), ('francesconi', 72)]"
475,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
476,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
477,"[('miani', 100), ('giacomi', 70), ('comiani', 70)]"
478,"[('gritti', 100), ('francesconi', 61), ('francescheti', 59)]"
479,"[('gritti', 100), ('francesconi', 61), ('francescheti', 59)]"
480,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
481,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
482,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
483,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
484,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
485,"[('sardi', 100), ('antoniassi', 70), ('antonini', 67)]"
486,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
487,"[('gradenigo', 100), ('gradengo', 67), ('gradeniga', 64)]"
488,"[('gradenigo', 100), ('gradengo', 67), ('gradeniga', 64)]"
489,"[('gradenigo', 100), ('gradengo', 67), ('gradeniga', 64)]"
490,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
491,"[('vitturi', 100), ('perotti', 67), ('petrovich', 61)]"
492,"[('gradenigo', 100), ('gradengo', 67), ('gradeniga', 64)]"
493,"[('vitturi', 100), ('truzane', 60), ('vittori', 60)]"
494,"[('piero', 100), ('vitturi', 100), ('perotti', 70)]"
495,"[('barbaro', 100), ('barbarigo', 64), ('barbarico', 64)]"
496,"[('martinelli', 100), ('francescheti', 51), ('franceschini', 51)]"
497,"[('barbaro', 100), ('barbarigo', 64), ('barbarico', 64)]"
498,"[('barbaro', 100), ('barbarigo', 64), ('barbarico', 64)]"
499,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
500,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
501,"[('basegio', 100), ('zuanne', 100), ('baseggio', 64)]"
502,"[('giorgio', 100), ('massari', 100), ('massario', 61)]"
503,"[('barbaro', 100), ('basegio', 100), ('zuanne', 100)]"
504,"[('pasqualigo', 100), ('francesconi', 65), ('paqualigo', 62)]"
505,"[('michiel', 100), ('de micheli', 49), ('domenichini', 47)]"
506,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
507,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
508,"[('contarini', 100), ('contarin', 64), ('contini', 58)]"
509,"[('pasqualigo', 100), ('francesconi', 65), ('paqualigo', 62)]"
510,"[('soranzo', 100), ('de', 100), ('picoli', 100)]"
511,"[('bortolini', 69), ('bortoloti', 69), ('bortoleti', 69)]"
512,"[('contarini', 100), ('contarin', 70), ('contini', 64)]"
513,"[('marioni', 100), ('alessandrini', 80), ('alessandri', 71)]"
514,"[('gritti', 100), ('visetti', 70), ('salvetti', 67)]"
515,"[('morosini', 100), ('francesconi', 59), ('franceschini', 58)]"
516,"[('bevilacqua', 67), ('gasparoni', 54), ('gasparoli', 54)]"
517,"[('scola', 100), ('della', 100), ('della costa', 62)]"
518,"[('dandolo', 100), (""d'arpo attendolo"", 51), ('toniolo', 47)]"
519,"[('lipamano', 100), ('gasparoli', 72), ('solimano', 67)]"
520,"[('lipamano', 100), ('gasparoli', 72), ('solimano', 67)]"
521,"[('antonini', 50), ('santonini', 48), ('toninetti', 48)]"
522,"[('agnoletti', 64), ('zanotti', 60), ('colotti', 60)]"
523,"[('paganello', 100), ('giacomelli', 67), ('bacanello', 62)]"
524,"[('bonfadini', 100), ('visentini', 64), ('monfardini', 62)]"
525,"[('bonfadini', 100), ('visentini', 64), ('monfardini', 62)]"
526,"[('emo', 100), ('donada', 100), ('donadoni', 54)]"
527,"[('emo', 100), ('de pauli', 54), ('campo in collo', 50)]"
528,"[('emo', 100), ('donada', 100), ('donadoni', 54)]"
529,"[('emo', 100), ('fratello', 52), ('coratelli', 50)]"
530,"[('morosini', 100), ('de', 100), ('de luca', 44)]"
531,"[('lippomano', 58), ('artengo', 55), ('berengo', 55)]"
532,"[('lucadello', 51), ('luccadello', 50), ('fratello', 47)]"
533,"[('lucadello', 51), ('luccadello', 50), ('fratello', 47)]"
534,"[('barbaro', 100), ('barbarigo', 64), ('barbarico', 64)]"
535,"[('piero', 100), ('capello', 100), ('camposampiero', 59)]"
536,"[('piero', 100), ('capello', 100), ('camposampiero', 59)]"
537,"[('piero', 100), ('capello', 100), ('camposampiero', 59)]"
538,"[('barbaro', 100), ('barbarigo', 64), ('barbarico', 64)]"
539,"[('piero', 100), ('capello', 100), ('camposampiero', 59)]"
540,"[('malipiero', 100), ('lipamano', 100), ('camposampiero', 53)]"
541,"[('renier', 100), ('renieri', 54), ('feliciano', 50)]"
542,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
543,"[('renier', 100), ('renieri', 54), ('feliciano', 50)]"
544,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
545,"[('canton', 100), ('donzuane', 70), ('cantoni', 63)]"
546,"[('canton', 100), ('donzuane', 70), ('cantoni', 63)]"
547,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
548,"[('rizzardi', 100), ('marazzi', 67), ('marzari', 67)]"
549,"[('calichipoli', 58), ('capolini', 57), ('calichiopoli', 56)]"
550,"[('beregan', 52), ('mengano', 52), ('berengo', 52)]"
551,"[('minotto', 100), ('andreato', 73), ('panagiotto', 67)]"
552,"[('piero', 100), ('capello', 100), ('grattarol dalle navi', 49)]"
553,"[('giustinian', 100), ('cocco', 100), ('giustiniani', 74)]"
554,"[('soranzo', 100), (""dall'orzo"", 61), ('avanzo', 60)]"
555,"[('franceschini', 42), ('festellini', 40), ('francesconi', 39)]"
556,"[('morosini', 100), ('fradellini', 51), ('fratello', 48)]"
557,"[('crotta', 100), ('zottarello', 58), ('rotelli', 57)]"
558,"[('morosini', 100), ('fradellini', 55), ('fratello', 52)]"
559,"[('nani', 100), ('de', 100), ('antonini', 50)]"
560,"[('contarini', 100), ('piero', 100), ('tagliapietra', 45)]"
561,"[('contarini', 100), ('piero', 100), ('contarin', 55)]"
562,"[('de lorenzo', 100), ('pisani', 100), ('de', 100)]"
563,"[('duodo', 100), ('codognato', 55), ('donado', 53)]"
564,"[('di', 100), ('di zrin', 44), ('di pichi', 40)]"
565,"[('carlo', 100), ('borghesaleo', 64), ('borghesallo', 64)]"
566,"[('rocco', 100), ('di', 100), ('san', 100)]"
567,"[('michiel', 100), ('de', 100), ('de micheli', 45)]"
568,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
569,"[('zulian', 100), ('zuanelli', 70), ('zuliani', 63)]"
570,"[('rocco', 100), ('di', 100), ('san', 100)]"
571,"[('rocco', 100), ('di', 100), ('san', 100)]"
572,"[('rocco', 100), ('di', 100), ('san', 100)]"
573,"[('rocco', 100), ('di', 100), ('san', 100)]"
574,"[('rocco', 100), ('di', 100), ('san', 100)]"
575,"[('rocco', 100), ('di', 100), ('san', 100)]"
576,"[('rocco', 100), ('di', 100), ('san', 100)]"
577,"[('rocco', 100), ('di', 100), ('san', 100)]"
578,"[('rocco', 100), ('di', 100), ('san', 100)]"
579,"[('rocco', 100), ('di', 100), ('san', 100)]"
580,"[('rocco', 100), ('di', 100), ('san', 100)]"
581,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
582,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
583,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
584,"[('michiel', 100), ('de micheli', 69), ('domenici', 67)]"
585,"[('pasqualigo', 100), ('francesconi', 50), ('dalla frascada', 47)]"
586,"[('pasqualigo', 100), ('francesconi', 50), ('dalla frascada', 47)]"
587,"[('minia', 100), ('ciciliani', 73), ('celini', 63)]"
588,"[('minia', 100), ('ciciliani', 73), ('celini', 63)]"
589,"[('manfredo', 100), ('manfrotto', 62), ('manfredini', 59)]"
590,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
591,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
592,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
593,"[('dolfin', 100), ('de', 100), ('donÃ\xa0 dalle rose', 54)]"
594,"[('corner', 100), ('milledonne', 58), ('campo in collo', 57)]"
595,"[('corner', 100), ('milledonne', 58), ('campo in collo', 57)]"
596,"[('giustinian', 100), ('francesconi', 71), ('franceschini', 69)]"
597,"[('giustinian', 100), ('giustiniani', 71), ('giustiniano', 71)]"
598,"[('giustinian', 100), ('giustiniani', 77), ('giustiniano', 77)]"
599,"[('giustinian', 100), ('giustiniani', 77), ('giustiniano', 77)]"
600,"[('zanoli', 100), ('bortolini', 70), ('bortoloto', 70)]"
601,"[('giera', 100), ('antonini', 67), ('santonini', 64)]"
602,"[('marguti', 100), ('domenici', 67), ('domenichini', 59)]"
603,"[('armani', 100), ('andriani', 70), ('adriani', 64)]"
604,"[('contarini', 100), ('giustinian', 100), ('giustiniani', 56)]"
605,"[('di', 100), ('procuratia', 100), ('procurative', 60)]"
606,"[('di', 100), ('procuratia', 100), ('procurative', 60)]"
607,"[('bon', 100), ('battistini', 65), ('barboniani', 58)]"
608,"[('carandolo', 64), ('calderari', 64), ('alario', 63)]"
609,"[('olivi', 100), ('nicolini', 64), ('angelini', 64)]"
610,"[('angaran', 100), ('carlo', 100), ('angarani', 67)]"
611,"[('bortolamiello', 71), ('musitelli', 67), ('bortoloti', 67)]"
612,"[('michiel', 100), ('moro', 100), ('michieli', 70)]"
613,"[('bortolamiello', 71), ('musitelli', 67), ('bortoloti', 67)]"
614,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
615,"[('marchesati', 100), ('battistini', 53), ('biancheti', 49)]"
616,"[('battistini', 53), ('biancheti', 49), ('battistiol', 47)]"
617,"[('cornaro', 100), ('giustinian', 100), ('grimani', 100)]"
618,"[('del', 100), ('eredi', 100), ('del torso', 50)]"
619,"[('del', 100), ('eredi', 100), ('del torso', 50)]"
620,"[('michiel', 100), ('morosini', 100), ('michieli', 67)]"
621,"[('calvi', 100), ('alidosio', 60), ('navaioso', 60)]"
622,"[('marchesati', 100), ('battistini', 53), ('biancheti', 49)]"
623,"[('di', 100), ('iarca degli uberti', 47), ('poccobelli', 46)]"
624,"[('orologio', 61), ('girolamo', 61), ('gradniano', 58)]"
625,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
626,"[('galino', 100), ('di', 100), ('eredi', 100)]"
627,"[('galino', 100), ('di', 100), ('eredi', 100)]"
628,"[('galino', 100), ('di', 100), ('eredi', 100)]"
629,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
630,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
631,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
632,"[('pio', 100), ('della', 100), ('ospital', 100)]"
633,"[('contarini', 100), ('battistini', 54), ('giustriniani', 51)]"
634,"[('corner', 100), ('cornaro', 74), ('cornera', 74)]"
635,"[('corner', 100), ('ciciliani', 61), ('corneri', 57)]"
636,"[('testa', 100), ('malatesta', 67), ('galissa', 63)]"
637,"[('del', 100), ('rovelli', 100), ('eredi', 100)]"
638,"[('valmarana', 100), ('dettamanina', 57), ('encelman', 56)]"
639,"[('bellotto', 100), ('bellotti', 64), ('belloto', 58)]"
640,"[('bellotto', 100), ('bellotti', 64), ('belloto', 58)]"
641,"[('valentini', 100), ('bergantini', 69), ('valentinis', 69)]"
642,"[('querini', 100), ('giovannino', 53), ('antonini', 50)]"
643,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
644,"[('papafava', 100), ('pappafava', 64), ('guberto', 52)]"
645,"[('manin', 100), ('lodovici', 73), ('lodovichi', 70)]"
646,"[('papafava', 100), ('pappafava', 64), ('aleppo', 45)]"
647,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
648,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
649,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
650,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
651,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
652,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
653,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
654,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
655,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
656,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
657,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
658,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
659,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
660,"[('zorzi', 100), ('di zorzi', 77), ('morosini', 76)]"
661,"[('leonardi', 100), ('leopardi', 61), ('ongareto', 61)]"
662,"[('costantin', 100), ('costantini', 74), ('contini', 58)]"
663,"[('bonamin', 100), ('bonamico', 64), ('francesconi', 64)]"
664,"[('romieri', 60), ('mainieri', 57), ('cominoti', 57)]"
665,"[('nadal', 100), ('nadalini', 73), ('rimondi', 67)]"
666,"[('marchesati', 100), ('battistini', 53), ('biancheti', 49)]"
667,"[('nadal', 100), ('nadalini', 73), ('rimondi', 67)]"
668,"[('marchesati', 100), ('battistini', 53), ('biancheti', 49)]"
669,"[('frangini', 100), ('costantini', 67), ('contarini', 62)]"
670,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
671,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
672,"[('frangini', 100), ('costantin', 100), ('costantini', 71)]"
673,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
674,"[('dandolo', 100), ('dalmaschio', 61), ('da mare', 60)]"
675,"[('dandolo', 100), ('de', 100), ('dalla frascada', 47)]"
676,"[('dandolo', 100), ('de', 100), ('dalla frascada', 47)]"
677,"[('pisani', 100), ('campisano', 36), ('braccolani', 35)]"
678,"[('pisani', 100), ('cipriani', 67), ('chiaraba', 67)]"
679,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
680,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
681,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
682,"[('pisani', 100), ('cipriani', 67), ('chiaraba', 67)]"
683,"[('pisani', 100), ('cipriani', 67), ('chiaraba', 67)]"
684,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
685,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
686,"[('di', 100), ('procuratia', 100), ('procurative', 60)]"
687,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
688,"[('locatelli', 100), ('buffetti', 100), ('cristina', 100)]"
689,"[('vallarezzo', 57), ('da lezzo', 54), ('da mezzo', 54)]"
690,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
691,"[('nicola', 100), ('baretini', 64), ('barbazini', 61)]"
692,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
693,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
694,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
695,"[('nadal', 100), ('zucchini', 100), ('nadalini', 73)]"
696,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
697,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
698,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
699,"[('nicola', 100), ('barbarico', 67), ('boniol', 67)]"
700,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
701,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
702,"[('foscarini', 100), ('piero', 100), ('foscarino', 75)]"
703,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
704,"[('foscarini', 100), ('piero', 100), ('foscarino', 75)]"
705,"[('cortinovis', 54), ('francesconi', 47), ('cortonovich', 47)]"
706,"[('dandolo', 100), ('de', 100), ('dalla frascada', 50)]"
707,"[('foscarini', 100), ('piero', 100), ('foscarino', 75)]"
708,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
709,"[('buffetti', 100), ('buffarelli', 44), ('giuradelli', 39)]"
710,"[('buffetti', 100), ('alessandri', 69), ('alessandrini', 65)]"
711,"[('buffetti', 100), ('buffarelli', 44), ('giuradelli', 39)]"
712,"[('michieli', 100), ('de micheli', 51), ('battistelli', 50)]"
713,"[('nani', 100), ('donzuane', 67), ('nianin', 62)]"
714,"[('dandolo', 100), ('francesconi', 64), ('franceschi', 59)]"
715,"[('capitolo', 100), ('di', 100), ('san', 100)]"
716,"[('capitolo', 100), ('di', 100), ('san', 100)]"
717,"[('capitolo', 100), ('di', 100), ('san', 100)]"
718,"[('capitolo', 100), ('di', 100), ('san', 100)]"
719,"[('capitolo', 100), ('di', 100), ('san', 100)]"
720,"[('capitolo', 100), ('di', 100), ('san', 100)]"
721,"[('capitolo', 100), ('di', 100), ('san', 100)]"
722,"[('capitolo', 100), ('di', 100), ('san', 100)]"
