,entryTenantText_l
2259,"('palazzi', 100)"
2260,"('malipiero', 76)"
2261,"('marcolin', 67)"
2262,"('pantariani', 58)"
2263,"('marinoni', 100)"
2264,"('assonica', 63)"
2265,"('nani', 86)"
2266,"('nani', 86)"
2267,"('francesconi', 55)"
2268,"('francesconi', 55)"
2269,"('zuanne', 100)"
2270,"('bortolini', 82)"
2271,"('licini', 100)"
2272,"('gervasoni', 100)"
2273,"('zuanne', 100)"
2274,"('darduin', 100)"
2275,"('carlo', 100)"
2276,"('de lorenzo', 82)"
2277,"('catanio', 70)"
2278,"('bianchi', 100)"
2279,"('sala', 100)"
2280,"('tognella', 62)"
2281,"('giovannino', 67)"
2282,"('civran', 52)"
2283,"('anna', 100)"
2284,"('nani', 86)"
2285,"('nani', 86)"
2286,"('nani', 86)"
2287,"('nani', 86)"
2288,"('moretti', 100)"
2289,"('lippomano', 56)"
2290,"('valloto', 64)"
2291,"('volpe', 100)"
2292,"('andreola', 52)"
2293,"('nani', 86)"
2294,"('carrara', 100)"
2295,"('de', 100)"
2296,"('cortinovis', 62)"
2297,"('nani', 86)"
2298,"('nani', 86)"
2299,"('balico', 100)"
2300,"('catterina', 100)"
2301,"('domenici', 76)"
2302,"('boncio', 100)"
2303,"('avanzi', 100)"
2304,"('bonvicini', 100)"
2305,"('giacomazzi', 58)"
2306,"('nani', 86)"
2307,"('catterina', 100)"
2308,"('bortolamiello', 67)"
2309,"('favro', 100)"
2310,"('de', 100)"
2311,"('bortolini', 64)"
2312,"('da', 100)"
2313,"('da', 100)"
2314,"('angelieri', 52)"
2315,"('camerata', 52)"
2316,"('bortolini', 64)"
2317,"('bortoloto', 72)"
2318,"('giacomazzi', 62)"
2319,"('carlo', 100)"
2320,"('francesconi', 56)"
2321,"('da', 100)"
2322,"('da', 100)"
2323,"('toderini', 100)"
2324,"('lioni', 100)"
2325,"('antonini', 67)"
2326,"('baraiter', 57)"
2327,"('bortoloto', 72)"
2328,"('damiani', 100)"
2329,"('francesconi', 56)"
2330,"('petrogalli', 62)"
2331,"('manzoni', 100)"
2332,"('nani', 86)"
2333,"('michiel', 100)"
2334,"('zuanne', 100)"
2335,"('nadal', 100)"
2336,"('battistella', 55)"
2337,"('calegari', 67)"
2338,"('federico', 100)"
2339,"('catterina', 100)"
2340,"('dalla franziada', 58)"
2341,"('domenici', 73)"
2342,"('giaccometti', 71)"
2343,"('giaccometti', 71)"
2344,"('giaccometti', 71)"
2345,"('michieli', 100)"
2346,"('zancarolo', 54)"
2347,"('giaccometti', 58)"
2348,"('gerardi', 100)"
2349,"('bernardo', 100)"
2350,"('bernardo', 100)"
2351,"('nani', 86)"
2352,"('soprano', 53)"
2353,"('pellegrini', 64)"
2354,"('pellegrini', 64)"
2355,"('pellegrini', 64)"
2356,"('pellegrini', 64)"
2357,"('zuliani', 100)"
2358,"('giandolini', 56)"
2359,"('capellania', 80)"
2360,"('zulian', 100)"
2361,"('pietropoli', 82)"
2362,"('garbato', 100)"
2363,"('bontempo', 57)"
2364,"('de', 100)"
2365,"('donadoni', 100)"
2366,"('colombina', 64)"
2367,"('toderini', 100)"
2368,"('gervasoni', 100)"
2369,"('gervasoni', 100)"
2370,"('pio', 100)"
2371,"('ruberti', 100)"
2372,"('zanetti', 100)"
2373,"('zanetti', 100)"
2374,"('foscarini', 67)"
2375,"('manenti', 100)"
2376,"('nadal', 100)"
2377,"('licini', 100)"
2378,"('ghirardini', 69)"
2379,"('petri', 100)"
2380,"('zanchi', 100)"
2381,"('piazzola', 54)"
2382,"('antoniassi', 50)"
2383,"('zuanne', 100)"
2384,"('da', 100)"
2385,"('curnis', 100)"
2386,"('curnis', 100)"
2387,"('oglio', 100)"
2388,"('truzane', 48)"
2389,"('curnis', 100)"
2390,"('zuanne', 100)"
2391,"('zanetti', 100)"
2392,"('ghirardini', 69)"
2393,"('rossi', 100)"
2394,"('ghirardini', 67)"
2395,"('zuanne', 100)"
2396,"('de lorenzo', 82)"
2397,"('sanudo (candiano)', 62)"
2398,"('ghidoni', 100)"
2399,"('nani', 86)"
2400,"('nani', 86)"
2401,"('nani', 86)"
2402,"('nani', 86)"
2403,"('nani', 86)"
2404,"('nani', 86)"
2405,"('nani', 86)"
2406,"('nani', 86)"
2407,"('nani', 86)"
2408,"('nani', 86)"
2409,"('nani', 86)"
2410,"('nani', 86)"
2411,"('zuanne', 100)"
2412,"('gagio', 100)"
2413,"('rocco', 100)"
2414,"('polverini', 67)"
2415,"('polverini', 67)"
2416,"('andruzzi', 42)"
2417,"('zuccoli', 100)"
2418,"('francesconi', 81)"
2419,"('fabro', 100)"
2420,"('caliari fantinelli', 43)"
2421,"('battaja', 59)"
2422,"('fabro', 100)"
2423,"('valentini', 89)"
2424,"('morosini', 100)"
2425,"('zuanne', 100)"
2426,"('zucchi', 100)"
2427,"('sa', 100)"
2428,"('spada', 100)"
2429,"('nani', 86)"
2430,"('lion', 100)"
2431,"('sa', 100)"
2432,"('rizzardi', 100)"
2433,"('nani', 86)"
2434,"('casteli', 100)"
2435,"('francesconi', 69)"
2436,"('angeli', 100)"
2437,"('costantini', 64)"
2438,"('vida', 75)"
2439,"('gotardini', 67)"
2440,"('carosi-cattarini', 65)"
2441,"('bettini', 100)"
2442,"('bettini', 100)"
2443,"('bettini', 100)"
2444,"('bettini', 100)"
2445,"('bettini', 100)"
2446,"('bettini', 100)"
2447,"('bettini', 100)"
2448,"('giustinian', 70)"
2449,"('giovannelli', 59)"
2450,"('sa', 100)"
2451,"('padoan', 100)"
2452,"('roncali', 100)"
2453,"('carlo', 100)"
2454,"('girolamo', 100)"
2455,"('milioni', 58)"
2456,"('molinari', 100)"
2457,"('carrara', 100)"
2458,"('conti', 100)"
2459,"('caratoni', 74)"
2460,"('caratoni', 74)"
2461,"('carrara', 100)"
2462,"('albertis', 43)"
2463,"('battaja', 59)"
2464,"('mandonio', 70)"
2465,"('fachini', 100)"
2466,"('crispo', 57)"
2467,"('nani', 86)"
2468,"('da', 100)"
2469,"('lovisello', 64)"
2470,"('lovisello', 64)"
2471,"('lovisello', 64)"
2472,"('molinari', 100)"
2473,"('chiesa', 83)"
2474,"('carlo', 100)"
2475,"('castriotto', 61)"
2476,"('grattarol dalle navi', 51)"
2477,"('nani', 86)"
2478,"('cattaneo', 56)"
2479,"('satelico', 61)"
2480,"('carlo', 100)"
2481,"('carlo', 100)"
2482,"('nani', 86)"
2483,"('palma', 100)"
2484,"('agrinali', 58)"
2485,"('agrinali', 58)"
2486,"('giacomuzzi', 100)"
2487,"('agnoletti', 70)"
2488,"(""d'arpo attendolo"", 47)"
2489,"('bortoloto', 75)"
2490,"('megliorini', 61)"
2491,"('mationi', 63)"
2492,"('fantini', 100)"
2493,"('cattaneo', 67)"
2494,"('boniol', 71)"
2495,"('scalfarotto', 71)"
2496,"('zuanne', 100)"
2497,"('antonini', 67)"
2498,"('barbaria', 100)"
2499,"('barbaria', 100)"
2500,"('antoni', 55)"
2501,"('battistini', 57)"
2502,"('meneghetti', 100)"
2503,"('moro', 100)"
2504,"('de', 100)"
2505,"('giovannelli', 53)"
2506,"('brunetti', 100)"
2507,"('carlo', 100)"
2508,"('maffei', 100)"
2509,"('lioni', 100)"
2510,"('capitolo', 61)"
2511,"('bevilacqua', 67)"
2512,"('nani', 86)"
2513,"('tottamasi', 61)"
2514,"('da', 100)"
2515,"('fracasso', 100)"
2516,"('albertini', 100)"
2517,"('nani', 86)"
2518,"('rotta', 100)"
2519,"('alessio', 100)"
2520,"('nani', 86)"
2521,"('nani', 86)"
2522,"('alessandrini', 69)"
2523,"('girolamo', 100)"
2524,"('nani', 86)"
2525,"('nani', 86)"
2526,"('nani', 86)"
2527,"('zuanne', 100)"
2528,"('giacomelli', 100)"
2529,"('nani', 86)"
2530,"('nani', 86)"
2531,"('bona', 100)"
2532,"('nani', 86)"
2533,"('battistini', 54)"
2534,"('storlato', 58)"
2535,"('storlato', 58)"
2536,"('storlato', 58)"
2537,"('mandonio', 70)"
2538,"('nani', 86)"
2539,"('zulian', 100)"
2540,"('zulian', 100)"
2541,"('bona', 100)"
2542,"('malipiero', 50)"
2543,"('averoldi', 58)"
2544,"('caroldo', 52)"
2545,"('moro', 100)"
2546,"('zuanne', 100)"
2547,"('erizzo', 60)"
2548,"('nani', 86)"
2549,"('nani', 86)"
2550,"('candoni', 100)"
2551,"('babilonio', 64)"
2552,"('zuanne', 100)"
2553,"('nani', 86)"
2554,"('nani', 86)"
2555,"('bastian', 100)"
2556,"('giovannino', 56)"
2557,"('malanoti', 100)"
2558,"('nani', 86)"
2559,"('giacomelli', 78)"
2560,"('battaja', 59)"
2561,"('da ponte', 100)"
2562,"('nani', 86)"
2563,"('fenarolo', 50)"
2564,"('cristina', 60)"
2565,"('cristina', 60)"
2566,"('nani', 86)"
2567,"('mattei', 100)"
2568,"('mattei', 100)"
2569,"('tonisto', 61)"
2570,"('dolfin', 100)"
2571,"('tonisto', 64)"
2572,"('malanoti', 100)"
2573,"('malanoti', 100)"
2574,"('anna', 100)"
2575,"('bianchi', 100)"
2576,"('tonisto', 61)"
2577,"('sandrinelli', 100)"
2578,"('rizzi', 100)"
2579,"('rizzi', 100)"
2580,"('rizzi', 100)"
2581,"('rizzi', 100)"
2582,"('zuanne', 100)"
2583,"('giacomuzzi', 100)"
2584,"('mandonio', 73)"
2585,"('de resti', 67)"
2586,"('malipiero', 61)"
2587,"('comincioli', 67)"
2588,"('camposampiero', 76)"
2589,"('florio', 100)"
2590,"('ferretti', 100)"
2591,"('dolfin', 100)"
2592,"('zane', 100)"
2593,"('tonisto', 64)"
2594,"('francesconi', 64)"
2595,"('francesconi', 64)"
2596,"('tagliapietra', 59)"
2597,"('pasqualin', 100)"
2598,"('bertolini', 64)"
2599,"('pighetti', 100)"
2600,"('de lorenzo', 82)"
2601,"('zuanne', 100)"
2602,"('zuanne', 100)"
2603,"('de lorenzo', 82)"
2604,"('alberghetti', 62)"
2605,"('maffetti', 64)"
2606,"('de pietra', 84)"
2607,"('antoniassi', 80)"
2608,"('formentini', 100)"
2609,"('pasini', 100)"
2610,"('alberti', 70)"
2611,"('poli', 100)"
2612,"('poli', 100)"
2613,"('pini', 100)"
2614,"('pini', 100)"
2615,"('francesconi', 58)"
2616,"('francesconi', 58)"
2617,"('francesconi', 58)"
2618,"('cocalin', 100)"
2619,"('francesconi', 64)"
2620,"('sanchetta', 59)"
2621,"('sanchetta', 59)"
2622,"('giovannino', 59)"
2623,"('andrieli', 67)"
2624,"('arcangeli', 58)"
2625,"('girolamo', 100)"
2626,"('onoradi', 64)"
2627,"('grandi', 100)"
2628,"('trevisan', 100)"
2629,"('pelai', 100)"
2630,"('gallo', 100)"
2631,"('agostini', 73)"
2632,"('alessandri', 67)"
2633,"('lucatello', 54)"
2634,"('battistelli', 51)"
2635,"('francesconi', 65)"
2636,"('rossetti', 100)"
2637,"('rinaldi', 100)"
2638,"('lippomano', 70)"
2639,"('rizzi', 100)"
2640,"('battistini', 57)"
2641,"('francesconi', 81)"
2642,"('gavazzi', 100)"
2643,"('bettoni', 57)"
2644,"('domenichini', 77)"
2645,"('marcheti', 100)"
2646,"('zuanne', 100)"
2647,"('zuanne', 100)"
2648,"('de lorenzo', 82)"
2649,"('nani', 86)"
2650,"('vendramini', 67)"
2651,"('de lorenzo', 82)"
2652,"('boncio', 100)"
2653,"('mazzoleni', 100)"
2654,"('nani', 86)"
2655,"('alberti', 100)"
2656,"('loris', 100)"
2657,"('adami', 100)"
2658,"('battistiol', 59)"
2659,"('barella', 64)"
2660,"('caliari fantinelli', 50)"
2661,"('garlato', 58)"
2662,"('lorenzoni', 100)"
2663,"('brugnera', 100)"
2664,"('carosi-cattarini', 58)"
2665,"('garlato', 100)"
2666,"('tomasini', 100)"
2667,"('berlevi', 57)"
2668,"('carlo', 100)"
2669,"('borsello', 100)"
2670,"('cavaliera', 55)"
2671,"('moro', 100)"
2672,"('orologio', 62)"
2673,"('battistiol', 67)"
2674,"('bodigioni', 52)"
2675,"('bodigioni', 52)"
2676,"('lisiado', 57)"
2677,"('lisiado', 57)"
2678,"('lisiado', 57)"
2679,"('lisiado', 57)"
2680,"('lisiado', 57)"
2681,"('danieli', 61)"
2682,"('francesconi', 81)"
2683,"('rossi', 100)"
2684,"('francescheti', 71)"
2685,"('zamboni', 100)"
2686,"('francesconi', 81)"
2687,"('mariani', 100)"
2688,"('lioni', 100)"
2689,"('rocco', 100)"
2690,"('albertini', 100)"
2691,"('zane', 100)"
2692,"('nani', 86)"
2693,"('nani', 86)"
2694,"('nicolosi', 76)"
2695,"('nicolosi', 76)"
2696,"('nicolosi', 76)"
2697,"('nicolosi', 76)"
2698,"('nicolosi', 76)"
2699,"('nani', 86)"
2700,"('francescheti', 73)"
2701,"('mazzoni', 100)"
2702,"('piero', 100)"
2703,"('rubbi', 100)"
2704,"('nani', 86)"
2705,"('navarra', 100)"
2706,"('boccacini', 100)"
2707,"('david', 100)"
2708,"('nicolini', 100)"
2709,"('domenici', 64)"
2710,"('gallo', 100)"
2711,"('rossi', 100)"
2712,"('cicogna', 100)"
2713,"('zuanne', 100)"
2714,"('de lorenzo', 82)"
2715,"('celebrini', 59)"
2716,"('valentini', 67)"
2717,"('fausto', 100)"
2718,"('bortolucci', 100)"
2719,"('giacomi', 61)"
2720,"('domenici', 67)"
2721,"('nani', 86)"
2722,"('rubbi', 100)"
2723,"('francesconi', 69)"
2724,"('aurelii', 60)"
2725,"('mondini', 100)"
2726,"('domenici', 70)"
2727,"('poli', 100)"
2728,"('berretta', 70)"
2729,"('conti', 100)"
2730,"('zanchi', 100)"
2731,"('antoniassi', 67)"
2732,"('domenici', 62)"
2733,"('gambaro', 100)"
2734,"('ferrari', 100)"
2735,"('giurati', 64)"
2736,"('armati', 100)"
2737,"('pezzana', 100)"
2738,"('nani', 86)"
2739,"('nani', 86)"
2740,"('patella', 100)"
2741,"('fossati', 100)"
2742,"('gallizioli', 69)"
2743,"('fossati', 100)"
2744,"('giuliani', 67)"
2745,"('braida', 100)"
2746,"('nicoli', 100)"
2747,"('torni', 100)"
2748,"('nani', 86)"
2749,"('nani', 86)"
2750,"('calvi', 100)"
2751,"('franzoni', 100)"
2752,"('nani', 86)"
2753,"('pagano', 100)"
2754,"('rossi', 100)"
2755,"('michiel', 100)"
2756,"('sardi', 100)"
2757,"('sardi', 100)"
2758,"('carosi-cattarini', 62)"
2759,"('franceschini', 47)"
2760,"('franceschini', 49)"
2761,"('cerchieri', 55)"
2762,"('giacomuzzi', 64)"
2763,"('giacomuzzi', 64)"
2764,"('dal', 100)"
2765,"('franceschini', 73)"
2766,"('mauro', 100)"
2767,"('fabro', 100)"
2768,"('donzuane', 55)"
2769,"('fortunati', 69)"
2770,"('biasio', 100)"
2771,"('pedrocchi', 56)"
2772,"('dondiorologio', 50)"
2773,"('zanchi', 100)"
2774,"('pisenti', 100)"
2775,"('nani', 86)"
2776,"('antoniassi', 74)"
2777,"('giacomi', 63)"
2778,"('buttacalice', 64)"
2779,"('de', 100)"
2780,"('di accenti', 58)"
2781,"('berlengo', 60)"
2782,"('bastian', 100)"
2783,"('martini', 100)"
2784,"('zorzi', 100)"
2785,"('pisoni', 100)"
2786,"('belli', 100)"
2787,"('grassi', 100)"
2788,"('carlo', 100)"
2789,"('carati', 100)"
2790,"('antonelli', 75)"
2791,"('moro', 100)"
2792,"('de lorenzo', 82)"
2793,"('schingolo', 61)"
2794,"('bernardo', 100)"
2795,"('michiel', 100)"
2796,"('lodovici', 61)"
2797,"('lodovici', 61)"
2798,"('fiandra', 48)"
2799,"('trevisan', 100)"
2800,"('giantofetti', 61)"
2801,"('baroni', 100)"
2802,"('baroni', 100)"
2803,"('bariletti', 61)"
2804,"('martini', 100)"
2805,"('bernardo', 100)"
2806,"('domenichini', 71)"
2807,"('de', 100)"
2808,"('franceschi', 100)"
2809,"('nani', 86)"
2810,"('moro', 100)"
2811,"('angarani', 64)"
2812,"('marconi', 100)"
2813,"('campi', 100)"
2814,"('colombo', 100)"
2815,"('giacomelli', 67)"
2816,"('tonisto', 64)"
2817,"('bernardo', 100)"
2818,"('bullo', 100)"
2819,"('nani', 86)"
2820,"('zuanne', 100)"
2821,"('barbarigo', 61)"
2822,"('orsini', 100)"
2823,"('rossetti', 100)"
2824,"('navagiero', 59)"
2825,"('giacomelli', 100)"
2826,"('robustello', 100)"
2827,"('robustello', 100)"
2828,"('antonini', 64)"
2829,"('zanetti', 55)"
2830,"('carlo', 100)"
2831,"('pozzo', 100)"
2832,"('pozzo', 100)"
2833,"('rizzotti', 100)"
2834,"('zambelli', 100)"
2835,"('zambelli', 100)"
2836,"('zambelli', 100)"
2837,"('zambelli', 100)"
2838,"('cristofoli', 67)"
2839,"('ongaro', 100)"
2840,"('malipiero', 67)"
2841,"('marzan', 71)"
2842,"('marzan', 71)"
2843,"('michieli', 100)"
2844,"('michieli', 100)"
2845,"('carlo', 100)"
2846,"('altieri', 100)"
2847,"('tagliapietra', 57)"
2848,"('cristofoli', 67)"
2849,"('piero', 100)"
2850,"('susana', 60)"
2851,"('piero', 100)"
2852,"('casaroto', 57)"
2853,"('rossi', 100)"
2854,"('carlo', 100)"
2855,"('vittori', 64)"
2856,"('morandini', 100)"
2857,"('padovan', 100)"
2858,"('zuanne', 100)"
2859,"('venturini', 100)"
2860,"('venturini', 100)"
2861,"('venturini', 100)"
2862,"('venturini', 100)"
2863,"('venturini', 100)"
2864,"('venturini', 100)"
2865,"('venturini', 100)"
2866,"('lanfritto', 63)"
2867,"('battaja', 59)"
2868,"('agostini', 58)"
2869,"('pinaffo', 67)"
2870,"('girolamo', 100)"
2871,"('broccardo', 64)"
2872,"('regazzoni', 100)"
2873,"('gasparini', 100)"
2874,"('scotti', 100)"
2875,"('pinaffo', 67)"
2876,"('lanfritto', 63)"
2877,"('piero', 100)"
2878,"('pinaffo', 67)"
2879,"('pinaffo', 67)"
2880,"('gabriel', 100)"
2881,"('lanfritto', 63)"
2882,"('fabris', 100)"
2883,"('lanfritto', 63)"
2884,"('zochi', 100)"
2885,"('mioni', 100)"
2886,"('antonelli', 67)"
2887,"('antonelli', 67)"
2888,"('antonelli', 67)"
2889,"('antonelli', 67)"
2890,"('antonelli', 67)"
2891,"('bernardi', 100)"
2892,"('carlo', 100)"
2893,"('tonioli', 70)"
2894,"('tonioli', 70)"
2895,"('molena', 100)"
2896,"('baroni', 100)"
2897,"('bonvicini', 100)"
2898,"('andreoleti', 61)"
2899,"('coreggio', 58)"
2900,"('giacomi', 64)"
2901,"('connegliano', 62)"
2902,"('battistini', 56)"
2903,"('francesconi', 69)"
2904,"('battaja', 59)"
2905,"('stefani', 100)"
2906,"('locatello', 100)"
2907,"('battistini', 57)"
2908,"('girolamo', 100)"
2909,"('torni', 100)"
2910,"('battistini', 56)"
2911,"('rossi', 100)"
2912,"('poli', 100)"
2913,"('donati', 100)"
2914,"('somarilli', 61)"
2915,"('della', 100)"
2916,"('battistini', 59)"
2917,"('calvi', 100)"
2918,"('calvi', 100)"
2919,"('ginatoffetti', 61)"
2920,"('battaja', 59)"
2921,"('ginatoffetti', 61)"
2922,"('angeli', 100)"
2923,"('corona', 100)"
2924,"('grolo', 59)"
2925,"('zuanne', 100)"
2926,"('rossi', 100)"
2927,"('piero', 100)"
2928,"('corona', 100)"
2929,"('ambrosani', 64)"
2930,"('gambilo', 63)"
2931,"('piero', 100)"
2932,"('piero', 100)"
2933,"('baroni', 100)"
2934,"('piero', 100)"
2935,"('armati', 100)"
2936,"('francesconi', 64)"
2937,"('santo', 100)"
2938,"('vido', 100)"
2939,"('bontempo', 100)"
2940,"('girolamo', 100)"
2941,"('campana', 100)"
2942,"('campana', 100)"
2943,"('zuanne', 100)"
2944,"('da', 100)"
2945,"('da', 100)"
2946,"('da', 100)"
2947,"('da', 100)"
2948,"('da', 100)"
2949,"('del', 100)"
2950,"('del', 100)"
2951,"('del', 100)"
2952,"('del', 100)"
2953,"('del', 100)"
2954,"('pellegrini', 69)"
2955,"('rotta', 100)"
2956,"('da', 100)"
2957,"('zanini', 100)"
2958,"(""d'arpo attendolo"", 49)"
2959,"('da', 100)"
2960,"('da', 100)"
2961,"('mazza', 100)"
2962,"('antoniassi', 64)"
2963,"('andrighetti', 62)"
2964,"('pio', 100)"
2965,"('pio', 100)"
2966,"('mainardi', 70)"
2967,"('formentini', 69)"
2968,"('francesconi', 58)"
2969,"('francesconi', 58)"
2970,"('francesconi', 58)"
2971,"('francesconi', 58)"
2972,"('antoniassi', 64)"
2973,"('antoniassi', 64)"
2974,"('antoniassi', 64)"
2975,"('antoniassi', 64)"
2976,"('antoniassi', 64)"
2977,"('cominotto', 64)"
2978,"('gambaro', 100)"
2979,"('negri', 100)"
2980,"('boncio', 100)"
2981,"('ferrari', 100)"
2982,"('ferrari', 100)"
2983,"('ludovici', 56)"
2984,"('gatta', 100)"
2985,"('semenzi', 67)"
2986,"('semenzi', 67)"
2987,"('olivari', 64)"
2988,"('olivari', 64)"
2989,"('olivari', 64)"
2990,"('francesconi', 75)"
2991,"('francesconi', 75)"
2992,"('donÃ\xa0', 100)"
2993,"('manzoni', 100)"
2994,"('piero', 100)"
2995,"('paolini', 100)"
2996,"('bonfadini', 100)"
2997,"('bonfadini', 100)"
2998,"('crivelli', 100)"
2999,"('moron', 100)"
3000,"('martinelli', 100)"
3001,"('piero', 100)"
3002,"('bastesini', 64)"
3003,"('antoniassi', 77)"
3004,"('antoniassi', 77)"
3005,"('bernardi', 100)"
3006,"('bernardi', 100)"
3007,"('fabris', 100)"
3008,"('ministero', 54)"
3009,"('canton', 100)"
3010,"('canton', 100)"
3011,"('rossi', 100)"
3012,"('rossi', 100)"
3013,"('rossi', 100)"
3014,"('giovannino', 80)"
3015,"('giovannino', 80)"
3016,"('giovannino', 54)"
3017,"('giovannino', 54)"
3018,"('piero', 100)"
3019,"('antoniassi', 77)"
3020,"('antoniassi', 77)"
3021,"('grattarol dalle navi', 39)"
3022,"('zuanne', 100)"
3023,"('capellan', 100)"
3024,"('capellan', 100)"
3025,"('francesconi', 79)"
3026,"('francesconi', 79)"
3027,"('luciani', 100)"
3028,"('bucella', 100)"
3029,"('carlin', 100)"
3030,"('bonis', 100)"
3031,"('bonis', 100)"
3032,"('di', 100)"
3033,"('piero', 100)"
3034,"('zuanne', 100)"
3035,"('fornasieri', 100)"
3036,"('sartori', 61)"
3037,"('battaglia', 64)"
3038,"('peron', 100)"
3039,"('nani', 86)"
3040,"('panagiotto', 62)"
3041,"('simoneti', 67)"
3042,"('vicentini', 62)"
3043,"('alberigo', 64)"
3044,"('girolamo', 100)"
3045,"('anna', 100)"
3046,"('cornelia', 100)"
3047,"('pasquasi', 60)"
3048,"('francesconi', 71)"
3049,"('bortoloto', 67)"
3050,"('avanzo', 100)"
3051,"('motta', 100)"
3052,"('nani', 86)"
3053,"('sandi', 100)"
3054,"('antonelli', 50)"
3055,"('giacomi', 61)"
3056,"('nani', 86)"
3057,"('gabrieli', 62)"
3058,"('nani', 86)"
3059,"('novello', 100)"
3060,"('battistini', 69)"
3061,"('bernardo', 100)"
3062,"('fagarazzi', 62)"
3063,"('nani', 86)"
3064,"('arcangeli', 67)"
3065,"('trafego', 61)"
3066,"('trevisan', 100)"
3067,"('giaccometti', 53)"
3068,"('ton', 100)"
3069,"('guerra', 100)"
3070,"('olivi', 100)"
3071,"('domenici', 67)"
3072,"('mattei', 100)"
3073,"('braccolani', 64)"
3074,"('catterina', 59)"
3075,"('trevisan', 100)"
3076,"('manarina', 64)"
3077,"('zuanne', 100)"
3078,"('panziera', 100)"
3079,"('antoni', 63)"
3080,"('moschini', 100)"
3081,"('domenici', 67)"
3082,"('benintendi', 57)"
3083,"('rossetti', 100)"
3084,"('tonioli', 67)"
3085,"('piero', 100)"
3086,"('girolamo', 100)"
3087,"('de', 100)"
3088,"('dorigo', 100)"
3089,"('corvino', 57)"
3090,"('domenici', 64)"
3091,"('zuanne', 100)"
3092,"('pavanello', 100)"
3093,"('corte', 100)"
3094,"('nicoletti', 63)"
3095,"('benedetti', 100)"
3096,"('zuanne', 100)"
3097,"('zuanne', 100)"
3098,"('bullo', 100)"
3099,"('antonini', 73)"
3100,"('oratorio', 70)"
3101,"('benedetti', 100)"
3102,"('de zanelli', 59)"
3103,"('zuanne', 100)"
3104,"('zuanne', 100)"
3105,"('bevilacqua', 72)"
3106,"('calvi', 100)"
3107,"('calvi', 100)"
3108,"('nani', 86)"
3109,"('santo', 100)"
3110,"('piero', 100)"
3111,"('oratorio', 70)"
3112,"('domenici', 64)"
3113,"('orologio', 61)"
3114,"('avanzo', 100)"
3115,"('dolce', 100)"
3116,"('di', 100)"
3117,"('nani', 86)"
3118,"('piero', 100)"
3119,"('francesconi', 76)"
3120,"('nani', 86)"
3121,"('nani', 86)"
3122,"('nani', 86)"
3123,"('ronzoni', 100)"
3124,"('nani', 86)"
3125,"('giupponi', 55)"
3126,"('piccini', 100)"
3127,"('zanetti', 100)"
3128,"('brini', 100)"
3129,"('rugieri', 100)"
3130,"('ruggieri', 100)"
3131,"('ruggieri', 100)"
3132,"('ruggieri', 100)"
3133,"('bernardo', 100)"
3134,"('catterina', 64)"
3135,"('zuliani', 100)"
3136,"('gabriel', 100)"
3137,"('carli', 100)"
3138,"('nani', 86)"
3139,"('antoniassi', 69)"
3140,"('nani', 86)"
3141,"('longini', 64)"
3142,"('santo', 100)"
3143,"('bembo', 100)"
3144,"('nani', 86)"
3145,"('nani', 86)"
3146,"('pedrocchi', 56)"
3147,"('pedrocchi', 56)"
3148,"('boccacini', 100)"
3149,"('andreato', 70)"
3150,"('moschini', 100)"
3151,"('antonelli', 70)"
3152,"('zaccaria', 100)"
3153,"('antonelli', 72)"
3154,"('zuanne', 100)"
3155,"('zuanne', 100)"
3156,"('peteno', 63)"
3157,"('biasi', 100)"
3158,"('andriani', 63)"
3159,"('barbaro', 100)"
3160,"('nani', 86)"
3161,"('nani', 86)"
3162,"('nani', 86)"
3163,"('carlo', 100)"
3164,"('zuanne', 100)"
3165,"('molinari', 100)"
3166,"('girolamo', 100)"
3167,"('rocco', 100)"
3168,"('caresini', 64)"
3169,"('caresini', 64)"
3170,"('de', 100)"
3171,"('orologio', 56)"
3172,"('francesconi', 62)"
3173,"('nani', 86)"
3174,"('nani', 86)"
3175,"('nani', 86)"
3176,"('nani', 86)"
3177,"('dalla frascada', 54)"
3178,"('zuanne', 100)"
3179,"('zuanne', 100)"
3180,"('francesconi', 71)"
3181,"('angeli', 100)"
3182,"('marin', 100)"
3183,"('antoniassi', 64)"
3184,"('lanfranchi', 100)"
3185,"('francesconi', 64)"
3186,"('carosi-cattarini', 65)"
3187,"('francesconi', 62)"
3188,"('nani', 86)"
3189,"('fadini', 100)"
3190,"('arrigoni', 100)"
3191,"('albrizzi', 100)"
3192,"('marconi', 100)"
3193,"('nani', 86)"
3194,"('valle', 100)"
3195,"('aron', 100)"
3196,"('gambara', 100)"
3197,"('nani', 86)"
3198,"('nani', 86)"
3199,"('angeli', 100)"
3200,"('nani', 86)"
3201,"('bortoloto', 73)"
3202,"('pasquali', 100)"
3203,"('bernardo', 100)"
3204,"('barbato', 100)"
3205,"('antoniassi', 64)"
3206,"('zuanne', 100)"
3207,"('avanzo', 100)"
3208,"('piero', 100)"
3209,"('nani', 86)"
3210,"('berlendis', 72)"
3211,"('domenichini', 69)"
3212,"('piazza', 100)"
3213,"('nani', 86)"
3214,"('nani', 86)"
3215,"('moro', 100)"
3216,"('franzo', 63)"
3217,"('franzo', 63)"
3218,"('manolesso', 55)"
3219,"('manolesso', 55)"
3220,"('manolesso', 55)"
3221,"('bontina', 67)"
3222,"('cenarin', 63)"
3223,"('zuanne', 100)"
3224,"('maffei', 100)"
