,entryTenantText_l
5230,"('usabelli', 100)"
5231,"('usabelli', 100)"
5232,"('usabelli', 100)"
5233,"('usabelli', 100)"
5234,"('usabelli', 100)"
5235,"('usabelli', 100)"
5236,"('bianchi', 100)"
5237,"('dall', 100)"
5238,"('zuanne', 100)"
5239,"('zuanne', 100)"
5240,"('zuanne', 100)"
5241,"('bocchini', 100)"
5242,"('luchini', 64)"
5243,"('luchini', 64)"
5244,"('luchini', 64)"
5245,"('marin', 100)"
5246,"('marin', 100)"
5247,"('marin', 100)"
5248,"('sardi', 100)"
5249,"('sardi', 100)"
5250,"('sardi', 100)"
5251,"('costa', 100)"
5252,"('costa', 100)"
5253,"('costa', 100)"
5254,"('nani', 86)"
5255,"('girardini', 100)"
5256,"('reali', 100)"
5257,"('bortolini', 67)"
5258,"('domenici', 58)"
5259,"('diamantini', 71)"
5260,"('sandrinelli', 74)"
5261,"('de lorenzo', 82)"
5262,"('de lorenzo', 82)"
5263,"('de lorenzo', 82)"
5264,"('de lorenzo', 82)"
5265,"('de lorenzo', 82)"
5266,"('battistini', 57)"
5267,"('rota', 100)"
5268,"('capello', 100)"
5269,"('pascolo', 100)"
5270,"('carosi-cattarini', 69)"
5271,"('allegri', 41)"
5272,"('albrizzi', 100)"
5273,"('furlanetto', 100)"
5274,"('furlanetto', 100)"
5275,"('geradon', 64)"
5276,"('conti', 100)"
5277,"('bianchi', 100)"
5278,"('bianchi', 100)"
5279,"('bianchi', 100)"
5280,"('bianchi', 100)"
5281,"('faustini', 67)"
5282,"('commandini', 70)"
5283,"('foscarini', 59)"
5284,"('licini', 100)"
5285,"('francesconi', 67)"
5286,"('donÃ\xa0', 100)"
5287,"('zuanne', 100)"
5288,"('nani', 86)"
5289,"('carminati', 100)"
5290,"('nani', 86)"
5291,"('giacomelli', 64)"
5292,"('zuanne', 100)"
5293,"('prandi', 100)"
5294,"('bertani', 67)"
5295,"('bagolin', 100)"
5296,"('bagolin', 100)"
5297,"('bagolin', 100)"
5298,"('seles', 100)"
5299,"('di', 100)"
5300,"('giavarina', 100)"
5301,"('venerio', 100)"
5302,"('venerio', 100)"
5303,"('bazolani', 64)"
5304,"('pallavicino', 75)"
5305,"('franceschi', 71)"
5306,"('topi', 100)"
5307,"('bassinello', 64)"
5308,"('redolfi', 100)"
5309,"('antonini', 67)"
5310,"('antonini', 67)"
5311,"('antonini', 67)"
5312,"('antonini', 67)"
5313,"('antonini', 67)"
5314,"('franceschi', 71)"
5315,"('foresti', 100)"
5316,"('foresti', 100)"
5317,"('bastian', 100)"
5318,"('bonetti', 100)"
5319,"('del', 100)"
5320,"('giustinian', 100)"
5321,"('giustinian', 100)"
5322,"('antonini', 67)"
5323,"('antonini', 67)"
5324,"('carlo', 100)"
5325,"('carlo', 100)"
5326,"('schiantarello', 64)"
5327,"('zanardini', 100)"
5328,"('marini', 100)"
5329,"('antipa', 63)"
5330,"('francesconi', 69)"
5331,"('orsetti', 100)"
5332,"('orsetti', 100)"
5333,"('orsetti', 100)"
5334,"('orsetti', 100)"
5335,"('carlo', 100)"
5336,"('carlo', 100)"
5337,"('caroldo', 100)"
5338,"('zuanne', 100)"
5339,"('dalla valle', 64)"
5340,"('orlandi', 100)"
5341,"('angelini', 100)"
5342,"('angelini', 100)"
5343,"('mortadelli', 62)"
5344,"('giustinian', 100)"
5345,"('zugno', 100)"
5346,"('gradengo', 56)"
5347,"('nani', 86)"
5348,"('zuanne', 100)"
5349,"('francesconi', 58)"
5350,"('francesconi', 58)"
5351,"('renieri', 100)"
5352,"('gottoni', 70)"
5353,"('vio', 100)"
5354,"('vio', 100)"
5355,"('berti', 100)"
5356,"('carlo', 100)"
5357,"('carlo', 100)"
5358,"('rossi', 100)"
5359,"('capellari', 100)"
5360,"('albani', 100)"
5361,"('pezzi', 100)"
5362,"('zuliani', 100)"
5363,"('schiavo', 100)"
5364,"('angeli', 100)"
5365,"('zuanne', 100)"
5366,"('battistini', 56)"
5367,"('francesconi', 80)"
5368,"('logiato', 60)"
5369,"('petrovich', 67)"
5370,"('michiel', 100)"
5371,"('alessandri', 100)"
5372,"('moretti', 100)"
5373,"('romano', 100)"
5374,"('baldini', 100)"
5375,"('ministero', 61)"
5376,"('duglia', 100)"
5377,"('bernardo', 100)"
5378,"('battaglia', 60)"
5379,"('stefani', 100)"
5380,"('antoni', 71)"
5381,"('petrovich', 67)"
5382,"('bernardi', 100)"
5383,"('grassi', 100)"
5384,"('zanetti', 100)"
5385,"('zuanne', 100)"
5386,"('lodovici', 61)"
5387,"('bagnolo', 58)"
5388,"('dal', 100)"
5389,"('battistini', 57)"
5390,"('battaglia', 64)"
5391,"('bernardo', 100)"
5392,"('pasquali', 100)"
5393,"('francesconi', 77)"
5394,"('duglia', 100)"
5395,"('petrogalli', 55)"
5396,"('dal', 100)"
5397,"('balastro', 67)"
5398,"('giacomi', 63)"
5399,"('lucatelli', 100)"
5400,"('francesconi', 77)"
5401,"('adelmari', 52)"
5402,"('nani', 86)"
5403,"('nani', 86)"
5404,"('bernardo', 100)"
5405,"('nani', 86)"
5406,"('valle', 100)"
5407,"('canal', 100)"
5408,"('carlo', 100)"
5409,"('lucatelli', 67)"
5410,"('lucatelli', 67)"
5411,"('lucatelli', 67)"
5412,"('valle', 100)"
5413,"('passalaqua', 100)"
5414,"('alessandrini', 61)"
5415,"('franceschini', 100)"
5416,"('filosi', 100)"
5417,"('romano', 100)"
5418,"('farnese', 55)"
5419,"('zanetti', 100)"
5420,"('fabriis', 67)"
5421,"('mora', 100)"
5422,"('negri', 100)"
5423,"('seghezzi', 100)"
5424,"('nadalini', 67)"
5425,"('battaglia', 57)"
5426,"('battaglia', 57)"
5427,"('battaglia', 57)"
5428,"('ginotto', 67)"
5429,"('ginotto', 67)"
5430,"('nani', 86)"
5431,"('bernardo', 100)"
5432,"('domenici', 61)"
5433,"('di', 100)"
5434,"('giantoffetti', 67)"
5435,"('zucconi', 100)"
5436,"('udine', 100)"
5437,"('longo', 100)"
5438,"('rizzioli', 67)"
5439,"('nani', 86)"
5440,"('zorzi', 100)"
5441,"('petrogalli', 53)"
5442,"('de grazia', 54)"
5443,"('fontanella', 100)"
5444,"('de pietra', 67)"
5445,"('bellato', 100)"
5446,"('bellato', 100)"
5447,"('manarina', 76)"
5448,"('papadopoli', 100)"
5449,"('ferrari', 100)"
5450,"('manzoni', 100)"
5451,"('agostinazzi', 59)"
5452,"('dalla scala', 62)"
5453,"('albertis', 52)"
5454,"('nicoletti', 57)"
5455,"('ghedini', 100)"
5456,"('pasini', 100)"
5457,"('calvi', 100)"
5458,"('bardese', 61)"
5459,"('bardese', 61)"
5460,"('pesaro', 100)"
5461,"('filosi', 100)"
5462,"('francesconi', 79)"
5463,"('campana', 100)"
5464,"('lucatelli', 100)"
5465,"('valentini', 100)"
5466,"('lucatelli', 100)"
5467,"('musitelli', 100)"
5468,"('pedreti', 100)"
5469,"('modena', 100)"
5470,"('farelli', 56)"
5471,"('farelli', 56)"
5472,"('farelli', 56)"
5473,"('farelli', 56)"
5474,"('farelli', 56)"
5475,"('farelli', 56)"
5476,"('alesandri', 67)"
5477,"('manfredi', 63)"
5478,"('pesenti', 100)"
5479,"('cristofoli', 53)"
5480,"('cristofoli', 53)"
5481,"('cristofoli', 53)"
5482,"('cristofoli', 53)"
5483,"('giovannelli', 48)"
5484,"('farelli', 56)"
5485,"('francesconi', 67)"
5486,"('fontanella', 100)"
5487,"('martini', 100)"
5488,"('battistiol', 56)"
5489,"('nani', 86)"
5490,"('francesconi', 76)"
5491,"('nani', 86)"
5492,"('varisco', 100)"
5493,"('angelieri', 70)"
5494,"('calvi', 100)"
5495,"('zuanne', 100)"
5496,"('zuccato', 100)"
5497,"('domenici', 58)"
5498,"('domenici', 58)"
5499,"('domenici', 58)"
5500,"('benvenuti', 100)"
5501,"('bortolucci', 64)"
5502,"('giupponi', 100)"
5503,"('antoniassi', 62)"
5504,"('battistini', 54)"
5505,"('giacomazzi', 64)"
5506,"('giacomazzi', 64)"
5507,"('baroni', 100)"
5508,"('durighello', 57)"
5509,"('tomadelli', 62)"
5510,"('bissoni', 100)"
5511,"('mazzoni', 100)"
5512,"('mariani', 67)"
5513,"('bastian', 100)"
5514,"('savorgnian', 67)"
5515,"('salvador', 100)"
5516,"('martini', 100)"
5517,"('francesconi', 67)"
5518,"('giovanelli', 57)"
5519,"('adelmari', 67)"
5520,"('fiorelli', 100)"
5521,"('candoni', 61)"
5522,"('dall', 100)"
5523,"('antonini', 64)"
5524,"('antonini', 64)"
5525,"('antonini', 64)"
5526,"('pencini', 63)"
5527,"('zuanne', 100)"
5528,"('toniollo', 67)"
5529,"('bacanello', 67)"
5530,"('nani', 86)"
5531,"('gregorino', 62)"
5532,"('diamantini', 64)"
5533,"('santo', 100)"
5534,"('genaro', 100)"
5535,"('nani', 86)"
5536,"('acque', 100)"
5537,"('sanzonio', 100)"
5538,"('banderini', 59)"
5539,"('briani', 100)"
5540,"('acque', 100)"
5541,"('bianco', 100)"
5542,"('dolce', 100)"
5543,"('da', 100)"
5544,"('sebastiani', 53)"
5545,"('da', 100)"
5546,"('da', 100)"
5547,"('beati', 100)"
5548,"('beccherini', 51)"
5549,"('conti', 100)"
5550,"('albrizzi', 100)"
5551,"('pasqualin', 100)"
5552,"('grollo', 100)"
5553,"('pezzana', 100)"
5554,"('valentini', 72)"
5555,"('giacomi', 67)"
5556,"('negri', 100)"
5557,"('mioni', 100)"
5558,"('bartolomei', 57)"
5559,"('grollo', 100)"
5560,"('vido', 100)"
5561,"('antonelli', 49)"
5562,"('piero', 100)"
5563,"('gusmieri', 57)"
5564,"('balevin', 63)"
5565,"('nicola', 67)"
5566,"('ferro', 100)"
5567,"('michiel', 100)"
5568,"('carrara', 100)"
5569,"('benvenuti', 69)"
5570,"('perini', 100)"
5571,"('morosini', 57)"
5572,"('lazaroni', 100)"
5573,"('usabelli', 100)"
5574,"('de lorenzo', 82)"
5575,"('benelio', 58)"
5576,"('lucatelli', 100)"
5577,"('carlo', 100)"
5578,"('bernardini', 64)"
5579,"('ruberti', 100)"
5580,"('donini', 100)"
5581,"('zuanne', 100)"
5582,"('basinello', 64)"
5583,"('zuanne', 100)"
5584,"('de', 100)"
5585,"('giacomazzi', 67)"
5586,"('piero', 100)"
5587,"('bagolin', 100)"
5588,"('francesconi', 71)"
5589,"('bruzzoni', 100)"
5590,"('gabriel', 100)"
5591,"('zorzi', 100)"
5592,"('roncali', 100)"
5593,"('pezzi', 100)"
5594,"('piero', 100)"
5595,"('zuanne', 100)"
5596,"('giaccometti', 77)"
5597,"('antonini', 70)"
5598,"('feramosca', 62)"
5599,"('filiberto', 100)"
5600,"('manzoni', 100)"
5601,"('benedetti', 100)"
5602,"('piacentini', 100)"
5603,"('donadoni', 100)"
5604,"('calvi', 100)"
5605,"('todeschi', 100)"
5606,"('piero', 100)"
5607,"('fornasieri', 100)"
5608,"('lunarda', 67)"
5609,"('battistini', 62)"
5610,"('dal corno', 64)"
5611,"('piero', 100)"
5612,"('agostini', 64)"
5613,"('bianchini', 100)"
5614,"('donadoni', 100)"
5615,"('bianco', 100)"
5616,"('de', 100)"
5617,"('bortolamiello', 55)"
5618,"('rocchetti', 100)"
5619,"('manolesso', 60)"
5620,"('tonisto', 67)"
5621,"('girolamo', 67)"
5622,"('poli', 100)"
5623,"('colletti', 100)"
5624,"('piero', 100)"
5625,"('negroni', 100)"
5626,"('de resti', 55)"
5627,"('negri', 100)"
5628,"('todesca', 100)"
5629,"('bortoli', 100)"
5630,"('corona', 100)"
5631,"('zorzi', 100)"
5632,"('tonioli', 64)"
5633,"('tonioli', 64)"
5634,"('ruggia', 100)"
5635,"('michiel', 100)"
5636,"('occhi', 100)"
5637,"('franceschini', 100)"
5638,"('lucatello', 100)"
5639,"('pensa', 100)"
5640,"('marchetti', 100)"
5641,"('vicentini', 100)"
5642,"('calergi', 56)"
5643,"('becichemo', 57)"
5644,"('ambrosani', 70)"
5645,"('franceschini', 100)"
5646,"('michiel', 100)"
5647,"('mazza', 100)"
5648,"('girolamo', 59)"
5649,"('basso', 100)"
5650,"('astori', 100)"
5651,"('simoni', 62)"
5652,"('donini', 100)"
5653,"('mortadelli', 69)"
5654,"('rosa', 100)"
5655,"('bartolomei', 69)"
5656,"('nani', 86)"
5657,"('calvi', 100)"
5658,"('de pase', 57)"
5659,"('piacentini', 57)"
5660,"('serafini', 100)"
5661,"('simoni', 100)"
5662,"('occhi', 100)"
5663,"('zuanne', 100)"
5664,"('sodarini', 64)"
5665,"('ottolin', 100)"
5666,"('zuanne', 100)"
5667,"('malanotti', 100)"
5668,"('piero', 100)"
5669,"('francesconi', 64)"
5670,"('antoneti', 73)"
5671,"('turchetto', 100)"
5672,"('capoinello', 67)"
5673,"('renieri', 100)"
5674,"('zuanne', 100)"
5675,"('manzoli', 60)"
5676,"('piero', 100)"
5677,"('armano', 100)"
5678,"('ferri', 100)"
5679,"('de', 100)"
5680,"('gritti', 100)"
5681,"('molena', 100)"
5682,"('giuliani', 100)"
5683,"('borin', 100)"
5684,"('da', 100)"
5685,"('manzoli', 67)"
5686,"('da', 100)"
5687,"('dolfin', 100)"
5688,"('dolfin', 100)"
5689,"('bortoloti', 70)"
5690,"('zorzi', 100)"
5691,"('antonini', 50)"
5692,"('angelini', 100)"
5693,"('de lorenzo', 82)"
5694,"('antonini', 67)"
5695,"('gradenigo', 100)"
5696,"('amadio', 100)"
5697,"('piero', 100)"
5698,"('piero', 100)"
5699,"('rossetti', 100)"
5700,"('antonini', 50)"
5701,"('moscheni', 100)"
5702,"('darizzo', 70)"
5703,"('zanetti', 100)"
5704,"('trentin', 100)"
5705,"('moscheni', 100)"
5706,"('de lorenzo', 82)"
5707,"('palestrina', 50)"
5708,"('formenti', 100)"
5709,"('formenti', 100)"
5710,"('zanetti', 100)"
5711,"('zuanne', 100)"
5712,"('bortoloto', 70)"
5713,"('pasqualin', 100)"
5714,"('gasparini', 67)"
5715,"('tradonico', 62)"
5716,"('perisinoto', 64)"
5717,"('bortoloto', 64)"
5718,"('sanudo (candiano)', 62)"
5719,"('rubbi', 100)"
5720,"('rubbi', 100)"
5721,"('antoni', 63)"
5722,"('giacomuzzi', 67)"
5723,"('fabris', 100)"
5724,"('francesconi', 62)"
5725,"('fornasieri', 100)"
5726,"('nani', 86)"
5727,"('de', 100)"
5728,"('perego', 57)"
5729,"('moscheni', 100)"
5730,"('zuanne', 100)"
5731,"('manzoni', 100)"
5732,"('zuanne', 100)"
5733,"('amadio', 100)"
5734,"('trentin', 100)"
5735,"('trentin', 100)"
5736,"('piero', 100)"
5737,"('marieschi', 67)"
5738,"('trentin', 100)"
5739,"('zuanne', 100)"
5740,"('de', 100)"
5741,"('carrara', 100)"
5742,"('anna', 100)"
5743,"('gasparini', 67)"
5744,"('vida', 100)"
5745,"('antonini', 67)"
5746,"('zonta', 100)"
5747,"('pellegrini', 67)"
5748,"('antoniassi', 67)"
5749,"('assonica', 58)"
5750,"('domenici', 67)"
5751,"('zanetti', 100)"
5752,"('antoniassi', 70)"
5753,"('piero', 100)"
5754,"('eredi', 100)"
5755,"('antoniassi', 70)"
5756,"('da', 100)"
5757,"('albertis', 64)"
5758,"('berti', 100)"
5759,"('pichi', 100)"
5760,"('francesconi', 74)"
5761,"('biscuccia', 61)"
5762,"('francesconi', 72)"
5763,"('francesconi', 81)"
5764,"('pardini', 64)"
5765,"('eredi', 100)"
5766,"('antonini', 73)"
5767,"('nadali', 100)"
5768,"('carlo', 100)"
5769,"('bonetto', 64)"
5770,"('soderini', 100)"
5771,"('francesconi', 72)"
5772,"('bristolani', 50)"
5773,"('piero', 100)"
5774,"('cornoldi', 100)"
5775,"('piero', 100)"
5776,"('antonelli', 73)"
5777,"('nadali', 100)"
5778,"('anna', 100)"
5779,"('giacomi', 60)"
5780,"('busi', 100)"
5781,"('zini', 100)"
5782,"('riva', 100)"
5783,"('beneco', 63)"
5784,"('francesconi', 72)"
5785,"('balduini', 64)"
5786,"('lardoni', 67)"
5787,"('piero', 100)"
5788,"('piero', 100)"
5789,"('serico', 50)"
5790,"('senachi', 56)"
5791,"('balduini', 64)"
5792,"('francesconi', 67)"
5793,"('de', 100)"
5794,"('andriani', 56)"
5795,"('zuanne', 100)"
5796,"('andreoleti', 67)"
5797,"('arigoni', 100)"
5798,"('caravello', 53)"
5799,"('zuanne', 100)"
5800,"('zuanne', 100)"
5801,"('zambelli', 100)"
5802,"('piero', 100)"
5803,"('antoneti', 100)"
5804,"('francesconi', 67)"
5805,"('grassi', 100)"
5806,"('marcello', 57)"
5807,"('turco', 100)"
5808,"('piero', 100)"
5809,"('venturati', 100)"
5810,"('grattarol', 100)"
5811,"('antoni', 60)"
5812,"('nani', 86)"
5813,"('sagredo', 100)"
5814,"('longo', 100)"
5815,"('giovanelli', 61)"
5816,"('albertini', 100)"
5817,"('fiorin', 60)"
5818,"('albrizzi', 100)"
5819,"('zuanne', 100)"
5820,"('nani', 86)"
5821,"('milesi', 100)"
5822,"('trentin', 100)"
5823,"('saladini', 54)"
5824,"('domenici', 76)"
5825,"('piero', 100)"
5826,"('giacomi', 67)"
5827,"('toderini', 100)"
5828,"('porta', 100)"
5829,"('giacomi', 67)"
5830,"('antonelli', 100)"
5831,"('francesconi', 74)"
5832,"('de', 100)"
5833,"('francesconi', 62)"
5834,"('bortolini', 69)"
5835,"('gabiati', 60)"
5836,"('piero', 100)"
5837,"('domenici', 76)"
5838,"('garganego', 100)"
5839,"('negri', 100)"
5840,"('manzoni', 100)"
5841,"('bastian', 100)"
5842,"('macaruzzi', 100)"
5843,"('nani', 86)"
5844,"('manzoni', 100)"
5845,"('fabris', 100)"
5846,"('nani', 86)"
5847,"('ferrari', 100)"
5848,"('piero', 100)"
5849,"('pasqualin', 100)"
5850,"('basadello', 62)"
5851,"('nicolai', 64)"
5852,"('bartolomei', 59)"
5853,"('francesconi', 77)"
5854,"('zuccato', 100)"
5855,"('domeneghini', 57)"
5856,"('bartolomei', 59)"
5857,"('zuanne', 100)"
5858,"('nicolai', 64)"
5859,"('bocchiali', 75)"
5860,"('sartori', 100)"
5861,"('silvestri', 62)"
5862,"('giusberti', 56)"
5863,"('piero', 100)"
5864,"('zuanne', 100)"
5865,"('zanetti', 100)"
5866,"('patella', 100)"
5867,"('piccoli', 100)"
5868,"('taraboto', 58)"
5869,"('coleoni', 63)"
5870,"('massari', 100)"
5871,"('zuanne', 100)"
5872,"('girolamo', 64)"
5873,"('da', 100)"
5874,"('rubbi', 100)"
5875,"('nicolai', 64)"
5876,"('margionoli', 62)"
5877,"('nascimben', 67)"
5878,"('filippi', 55)"
5879,"('rossi', 100)"
5880,"('zuanne', 100)"
5881,"('orsini', 100)"
5882,"('da', 100)"
5883,"('zuanne', 100)"
5884,"('manolezzo', 64)"
5885,"('belli', 100)"
5886,"('battistiol', 58)"
5887,"('bettoni', 100)"
5888,"('tonioli', 64)"
5889,"('franchi', 100)"
5890,"('carminati', 100)"
5891,"('silvestri', 67)"
5892,"('tomadei', 100)"
5893,"('catterina', 62)"
5894,"('zuanne', 100)"
5895,"('santo', 100)"
5896,"('nani', 86)"
5897,"('valentini', 57)"
5898,"('apollonio', 56)"
5899,"('nicolai', 64)"
5900,"('bastian', 100)"
5901,"('patriarcato', 69)"
5902,"('taraboto', 61)"
5903,"('girolamo', 67)"
5904,"('caratoni', 60)"
5905,"('bontempo', 64)"
5906,"('cristiano', 64)"
5907,"('lazari', 100)"
5908,"('gasparoni', 73)"
5909,"('lodovici', 64)"
5910,"('scola', 100)"
5911,"('rigamonti', 100)"
5912,"('cavagnis', 100)"
5913,"('rizzi', 100)"
5914,"('zane', 100)"
5915,"('rotta', 59)"
5916,"('nicolini', 67)"
5917,"('sebastiani', 59)"
5918,"('zuanne', 100)"
5919,"('cossetti', 64)"
5920,"('nadal', 100)"
5921,"('francesconi', 79)"
5922,"('capovilla', 100)"
5923,"('nani', 86)"
5924,"('piero', 100)"
5925,"('brasi', 100)"
5926,"('nicolai', 64)"
5927,"('abramo', 59)"
5928,"('rossetti', 100)"
5929,"('rossetti', 100)"
5930,"('dal', 100)"
5931,"('spinola', 100)"
5932,"('girardo', 100)"
5933,"('tessari', 100)"
5934,"('andriani', 61)"
5935,"('bianchi', 100)"
5936,"('giovannino', 62)"
5937,"('cavaliera', 70)"
5938,"('armellini', 100)"
5939,"('de luca', 100)"
5940,"('pascolo', 100)"
5941,"('da fano', 63)"
5942,"('moscheni', 100)"
5943,"('de', 100)"
5944,"('lippomano', 60)"
5945,"('piero', 100)"
5946,"('piero', 100)"
5947,"('arrigoni', 100)"
5948,"('carrara', 100)"
5949,"('andreato', 70)"
5950,"('zuanne', 100)"
5951,"('perini', 100)"
5952,"('zuanne', 100)"
5953,"('domenici', 64)"
5954,"('domenici', 62)"
5955,"('domenici', 62)"
5956,"('brasi', 100)"
5957,"('nicolai', 64)"
5958,"('caretta', 58)"
5959,"('aleppo', 56)"
5960,"('plonder', 57)"
5961,"('plonder', 57)"
5962,"('calegari', 100)"
5963,"('zamboni', 100)"
5964,"('nani', 86)"
5965,"('chiesa', 100)"
5966,"('valentini', 57)"
5967,"('mussolin', 100)"
5968,"('martinelli', 100)"
5969,"('giuliano', 60)"
5970,"('giovanelli', 64)"
5971,"('piero', 100)"
5972,"('rosa', 100)"
5973,"('bianchini', 100)"
5974,"('rigoni', 100)"
5975,"('ton', 100)"
5976,"('zuanne', 100)"
5977,"('polaco', 100)"
5978,"('angelini', 64)"
5979,"('pensa', 100)"
5980,"('chiesa', 100)"
5981,"('vezzi', 100)"
5982,"('giuliano', 60)"
5983,"('renier', 100)"
5984,"('ton', 100)"
5985,"('bortoloti', 75)"
5986,"('antoni', 57)"
5987,"('francesconi', 60)"
5988,"('ressonico', 69)"
5989,"('francesconi', 72)"
5990,"('arnoldi', 100)"
5991,"('bertoldo', 50)"
5992,"('vitturi', 100)"
5993,"('stefani', 55)"
5994,"('terzi', 100)"
5995,"('pelicioli', 67)"
5996,"('pantariani', 62)"
5997,"('zuanne', 100)"
5998,"('biasio', 100)"
5999,"('dalmaschio', 56)"
6000,"('domenichini', 59)"
6001,"('gregorii', 62)"
6002,"('piero', 100)"
6003,"('francesconi', 73)"
6004,"('nadali', 100)"
6005,"('gasparini', 73)"
6006,"('da ponte', 100)"
6007,"('zonta', 100)"
6008,"('milesi', 100)"
6009,"('lanfritto', 58)"
6010,"('vitturi', 100)"
6011,"('medici', 100)"
6012,"('antoneti', 67)"
6013,"('antonini', 67)"
6014,"('cattabeni', 58)"
6015,"('baldi', 100)"
6016,"('perini', 100)"
6017,"('mantoani', 100)"
6018,"('bortolini', 78)"
6019,"('campana', 100)"
6020,"('gargadori', 61)"
6021,"('domenici', 76)"
6022,"('domenici', 64)"
6023,"('zuanne', 100)"
6024,"('guidoni', 100)"
6025,"('giacomelli', 62)"
6026,"('scalferotto', 67)"
6027,"('riva', 100)"
6028,"('francescheti', 65)"
6029,"('plateo', 100)"
6030,"('pisoni', 100)"
6031,"('colegio', 57)"
6032,"('pasini', 100)"
6033,"('antonini', 61)"
6034,"('giuliani', 100)"
6035,"('zuanne', 100)"
6036,"('sala', 100)"
6037,"('de', 100)"
6038,"('padoan', 100)"
6039,"('pasqualin', 100)"
6040,"('manarin', 60)"
6041,"('briani', 100)"
6042,"('moretti', 100)"
6043,"('albrizzi', 100)"
6044,"('busi', 100)"
6045,"('giuliani', 100)"
6046,"('berti', 100)"
6047,"('marchiori', 100)"
6048,"('giovannino', 59)"
6049,"('pitteri', 70)"
6050,"('caliari fantinelli', 34)"
6051,"('del', 100)"
6052,"('battaggia', 100)"
6053,"('carlo', 100)"
6054,"('carlo', 100)"
6055,"('carlo', 100)"
6056,"('bastian', 100)"
6057,"('biasio', 100)"
6058,"('biasio', 100)"
6059,"('michiel', 100)"
6060,"('bortolotti', 67)"
6061,"('francesconi', 77)"
6062,"('oglio', 100)"
6063,"('bonini', 67)"
6064,"('bellaver', 70)"
6065,"('bortoloti', 75)"
6066,"('bocchini', 73)"
6067,"('franchini', 100)"
6068,"('rossi', 100)"
6069,"('feramosca', 52)"
6070,"('torelli', 100)"
6071,"('cibellini', 46)"
6072,"('girardini', 100)"
6073,"('lorenzi', 100)"
6074,"('galvan', 100)"
6075,"('domeneghini', 69)"
6076,"('galvan', 100)"
6077,"('andreato', 67)"
6078,"('battistiol', 57)"
6079,"('dalla vigna', 55)"
6080,"('bianchi', 100)"
6081,"('battistini', 56)"
6082,"('negri', 100)"
6083,"('battistini', 61)"
6084,"('zuanne', 100)"
6085,"('fiorini', 100)"
6086,"('antoniassi', 62)"
6087,"('giusberti', 56)"
6088,"('agostini', 73)"
6089,"('formenti', 100)"
6090,"('battistini', 59)"
6091,"('gritti', 100)"
6092,"('sartori', 100)"
6093,"('maffioleti', 62)"
6094,"('agostini', 67)"
6095,"('pedretti', 100)"
6096,"('torelli', 100)"
6097,"('macor', 71)"
6098,"('bertoti', 100)"
6099,"('franchini', 100)"
6100,"('taboga', 100)"
6101,"('agostini', 70)"
6102,"('nani', 86)"
6103,"('valle', 100)"
6104,"('bertoldo', 67)"
6105,"('licini', 100)"
6106,"('nani', 86)"
6107,"('zanini', 100)"
6108,"('albrizzi', 100)"
6109,"('nani', 86)"
6110,"('cressini', 67)"
6111,"('colombina', 53)"
6112,"('giuponi', 100)"
6113,"('guizzetti', 100)"
6114,"('antonini', 64)"
6115,"('nicolosi', 70)"
6116,"('bortoloti', 64)"
6117,"('mainardi', 100)"
6118,"('chinetti', 62)"
6119,"('giuliano', 64)"
6120,"('giuliano', 64)"
6121,"('battistini', 61)"
6122,"('manzoni', 100)"
6123,"('domenichini', 77)"
6124,"('francescheti', 79)"
6125,"('alessandrini', 69)"
6126,"('alessandrini', 69)"
6127,"('ghedini', 100)"
6128,"('macarini', 100)"
6129,"('tabacco', 60)"
6130,"('barbieri', 100)"
6131,"('battistini', 56)"
6132,"('scatiglio', 56)"
6133,"('giusti', 55)"
6134,"('chinetti', 57)"
6135,"('rubini', 100)"
6136,"('del', 100)"
6137,"('carlo', 100)"
6138,"('rubini', 100)"
6139,"('nicoletti', 72)"
6140,"('carlo', 100)"
6141,"('zuanne', 100)"
6142,"('ferretti', 100)"
6143,"('minotto', 64)"
6144,"('licini', 100)"
6145,"('gabriel', 100)"
6146,"('battistini', 65)"
6147,"('marchiori', 67)"
6148,"('de lorenzo', 82)"
6149,"('acquisti', 100)"
6150,"('michiel', 100)"
6151,"('ongaro', 100)"
6152,"('ferro', 100)"
6153,"('antonelli', 67)"
6154,"('fini', 100)"
6155,"('diodati', 63)"
6156,"('rizzi', 100)"
6157,"('bortolini', 67)"
6158,"('antonini', 64)"
6159,"('chinetti', 62)"
6160,"('valentini', 62)"
6161,"('calcagnini', 62)"
6162,"('battistini', 56)"
6163,"('battistini', 57)"
6164,"('de', 100)"
6165,"('tagliapietra', 64)"
6166,"('milesi', 100)"
6167,"('panciera', 100)"
6168,"('nani', 86)"
6169,"('rotta', 100)"
6170,"('sartori', 100)"
6171,"('antonini', 59)"
6172,"('zorzi', 100)"
6173,"('lazari', 100)"
6174,"('perlasca', 60)"
6175,"('ruggia', 100)"
6176,"('nani', 86)"
6177,"('adobati', 61)"
6178,"('nani', 86)"
6179,"('nani', 86)"
6180,"('catterina', 64)"
6181,"('giacomazzi', 100)"
6182,"('battistini', 56)"
6183,"('cavallari', 100)"
6184,"('cristofoli', 67)"
6185,"('gaspari', 100)"
6186,"('zuanne', 100)"
6187,"('alberti', 100)"
6188,"('bortoleti', 69)"
6189,"('andreoleti', 67)"
6190,"('del', 100)"
6191,"('anna', 100)"
6192,"('zuanne', 100)"
6193,"('zambelli', 100)"
6194,"('marchiori', 100)"
